,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
13,0.0,0.6,0.8,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.6,0.4,0.2,0.6,0.4,0.4,0.2,0.2,0.4,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.0,1.0,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.8,0.0,0.0
14,0.0,0.8,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,1.2,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.8,0.0,0.4,0.4,0.0,0.0,0.8,0.0,0.0,0.2,0.4,1.0,0.0,0.0,0.0,0.0,0.2,0.0
15,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.2,0.6,0.4,1.0,0.0,0.0,0.8,0.2,1.4,0.0,0.2,0.0,0.2,0.2,0.0,1.2,0.2,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0
16,0.0,1.6,0.6,0.0,1.0,0.0,0.0,0.2,4.0,0.0,0.0,1.8,0.8,1.2,2.2,0.6,0.0,3.6,3.6,3.2,1.0,0.2,0.0,1.0,0.0,0.0,0.8,0.0,0.4,0.0,0.2,0.2,0.8,0.6,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.8,0.2,2.2
17,0.4,0.6,0.0,0.0,1.4,0.0,0.2,0.0,1.4,0.0,0.0,0.4,0.4,0.2,0.8,0.6,3.8,0.0,0.2,1.6,0.2,0.2,0.0,1.2,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.6,0.0,0.0,0.2,0.2,0.4,0.2,0.2
18,0.0,0.0,0.8,0.2,0.2,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.2,1.2,0.4,0.8,1.2,0.0,3.0,1.8,1.2,0.0,3.0,0.2,0.0,0.2,0.0,0.8,0.2,0.2,0.0,0.4,0.2,0.0,0.0,0.6,0.2,0.0,0.4,0.0,0.2,0.0,0.6
19,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.4,1.0,0.0,0.2,0.8,1.6,1.2,3.8,0.0,1.2,0.2,0.0,1.6,1.0,0.6,0.8,0.0,0.0,0.4,0.2,0.0,0.6,0.2,0.0,0.0,2.2,0.0,0.2,0.4,0.0,0.8,0.2,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.8,0.0,3.2,1.8,0.0,0.6,1.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.2,0.2,0.0,0.0,0.0,1.0,0.0,0.2
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.2,1.0,0.2,0.6,0.0,1.4,1.8,0.0,0.0,0.8,0.2,0.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.8,0.0,0.8,0.0,2.8,1.6,0.0,1.0,0.0,0.0,0.0,0.2,1.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.0
23,0.0,0.2,0.6,0.0,0.2,0.0,0.2,0.0,0.8,0.2,0.0,0.6,3.2,0.4,0.2,0.2,0.4,0.8,0.8,1.2,0.6,1.0,0.4,0.0,0.0,0.0,1.2,0.2,2.2,0.2,0.0,0.2,0.6,0.4,0.2,0.6,0.8,0.0,0.0,1.8,0.0,0.8,0.0,0.4
24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.0,0.2,0.6,1.4,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
26,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.4,0.8,0.2,1.0,0.0,0.0,0.0,1.2,0.2,0.0,0.0,0.4,0.0,0.0,0.0,2.2,0.2,2.0,0.4,0.0,2.0,1.0,0.0,0.6,0.0,1.6,0.0,0.0,0.0,0.0,0.6,0.0
27,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.4,0.8,0.4,0.0,0.4,0.2,0.4,0.4,0.0,0.2,0.0,0.4,0.0,0.4,0.4,0.0
28,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.2,1.4,0.8,0.8,0.2,0.2,0.4,0.4,0.2,0.6,0.0,0.4,0.2,1.8,0.0,0.0,1.6,0.6,0.0,1.2,0.0,0.2,0.0,0.2,0.0,0.0,0.6,0.4,0.0,0.4,0.2,1.0,0.2,0.0
29,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.0,0.8,0.0,0.0,0.6,0.2,0.6,0.0,1.4,0.0,0.4,0.6,0.4,0.0,0.0,0.4,0.0,1.0,0.4,1.8,0.2,1.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.8,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.6,0.0,0.2,0.0,0.8,0.4,0.0
31,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0
32,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.2,0.2,0.0,0.0,0.4,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.2,0.4,0.0,1.4,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.8,0.6,0.0,0.0,0.0,2.0,0.0,0.6,0.6,2.0,1.6,0.0,0.0,0.0,0.0,0.2,0.0
34,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.8,1.2,0.0,0.8,0.6,0.2,0.0,0.6,0.0,1.2,1.2,0.0
35,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.2,0.8,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.8,0.2,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.2,0.2
37,0.0,0.4,0.0,0.4,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.2,0.2,0.6,0.8,0.0,0.0,0.4,0.2,0.4,0.2,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.2,0.0,0.2,0.0,0.6,0.6,0.0,0.6,0.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0
38,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.6,0.0,0.2,0.0,0.2,0.0,0.4,0.2,0.0,0.2,0.8,2.4,0.0,0.0,0.2,0.2,1.8,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,1.2,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8,0.4,0.4,0.4,0.8,0.0,0.2,0.0,0.0,0.8,0.0,0.4,0.6,0.0,1.4,0.0
42,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,1.2,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4
43,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.2,0.6,0.0,0.6,1.8,0.4,0.2,1.4,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0
